Dublin Core:Title,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Date,Dublin Core:Coverage,Dublin Core:Source,Dublin Core:Format,Dublin Core:Type,Dublin Core:Subject,Dublin Core:Rights,Dublin Core:Identifier,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:URL
Cowan House,verso: Cowan House (Dentist) Saunders house 1945-1960,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.42 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0068,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0068.jpg
Greek House,Greek Phi Alpha Zeta House,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.80 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0069,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0069.jpg
Fennell House,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.66 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0070,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0070.jpg
,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.66 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0071,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0071.jpg
,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.48 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0072,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0072.jpg
,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.90 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0073,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0073.jpg
,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.97 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0074,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0074.jpg
,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.22 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0075,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0075.jpg
,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.11 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0076,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0076.jpg
,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.11 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0077,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0077.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.88 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0078,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0078.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.09 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0079,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0079.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.13 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0080,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0080.jpg
,verso: Wade House ,Unknown,1942-03,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.18 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0081,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0081.jpg
Wadsworth House,"Wadsworth Homestead. verso: Former home of J.W. Wadsworth, Sr Congressman now home of the son Senator J.W. Wadsworth, Jr. Later Congressman J.W. Wadsworth jr. ",Wilcox Photo Studio ,,1938,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.61 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0082,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0082.jpg
Fox Hunt,Group of fox hunters fording Three River,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.47 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0083,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0083.jpg
Wadsworth House,Wadsworth Homestead Entrance. Hand colored post card,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.00 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0084,postcard; col.,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0084.jpg
Wadsworth Hounds,Wadsworth Homestead,Unknown,,1914-1915,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.83 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0085,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0085.jpg
Wadsworth House,Wadsworth Homestead view from west field.,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 7.09 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0086,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0086.jpg
Fox Hunt,Hunters and hounds get ready for the hunt to begin behind the Wadsworth homestead.,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.75 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0087,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0087.jpg
Wadsworth House,Wadsworth Homestead view from entrance.,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.27 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0088,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0088.jpg
Emerson Hall Fire,Fire Department rushing to extinguish fire at Emerson Hall ,McKutchen,4/3/1951,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.22 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0089,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0089.jpg
Emerson Hall,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.35 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0090,postcard; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0090.jpg
House,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 17.34 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0091,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0091.jpg
Campus Expansion,"Campus expansion displaced many village resident, college sororities and fraternities, and student boarding houses. These two photos capture the last moments of one of several Wadsworth Street home razed to make way for Newton Lecture Hall. verso: June 1965 site of lecture hall Wadsworth St. looking north.",Unknown,1956-06,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.93 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0092,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0092.jpg
Campus Expansion,"Campus expansion displaced many village resident, college sororities and fraternities, and student boarding houses. These two photos capture the last moments of one of several Wadsworth Street home razed to make way for Newton Lecture Hall. verso: June 1965 site of lecture hall Wadsworth St. looking north.",Unknown,1956-06,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.93 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0093,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0093.jpg
Main Street Geneseo,North Main Street Geneseo looking toward original G. House  original: glass plate negative,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 14.19 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0094,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0094.jpg
Main Street Geneseo,Main St. looking north from south end. Merrell home (former Joseph Lewis) at right (one store at left and park)  original: Merrell glass plate negative,Merrell,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 20.08 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0095,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0095.jpg
Main Street Geneseo,Main St. looking north original: Merrell glass plate negative,Merrell,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.97 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0096,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0096.jpg
Main Street Geneseo,Main St. looking north original: Merrell glass plate negative,Merrell,2/22/1905,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.93 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0097,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0097.jpg
Main Street Geneseo,Main St. Geneseo looking south from the rooftops,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.21 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0098,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0098.jpg
Main Street Geneseo,Main St. Geneseo looking north from the rooftops,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.45 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0099,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0099.jpg
Bank Street Geneseo,"Bank St. Geneseo, looking east. ",Unknown,5/19/1905,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.75 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0100,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0100.jpg
Bronze Bear Statue,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.55 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0101,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0101.jpg
Geneseo,Geneseo N.Y. view from above,"Dougherty, Burton",3/27/1905,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.83 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0102,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0102.jpg
Main Street Geneseo,Main St. Geneseo looking south from the rooftops,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 7.41 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0103,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0103.jpg
Wadsworth Office,Office of Congressman Wadsworth Sr. and office of congressman Wadsworth jr. Corner Main St and North St,Wilcox Photo Studio ,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.67 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0104,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0104.jpg
Main Street Geneseo,Main St. Geneseo view of the fountain and bronze bear statue and woman crossing the street,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.50 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0105,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0105.jpg
,Wadsworth seated on horse wearing a bowler. Original: glass plate negative,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.85 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0106,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0106.jpg
Still a Bachelor,"Wedding Car with, ""Still a Bachelor!"" sign attached to front bumper.",Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.63 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0107,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0107.jpg
,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.92 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0108,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0108.jpg
Church,Original: glass plate negative,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 29.03 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0109,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0109.jpg
,Original: glass plate negative,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 29.03 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0110,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0110.jpg
Trains Meeting,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 29.03 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0111,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0111.jpg
,,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 12.74 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0112,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0112.jpg
Athletic Center,H.P.E & R. East Face,Unknown,8/3/1967,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.06 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0113,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0113.jpg
Athletic Center,Physical Education Building to right and Electric sub station to left.,Unknown,3/25/1965,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.06 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0114,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0114.jpg
Athletic Center,Building #6 Gymnasium floor showing construction. Verso: there is a sub-basement beneath,Unknown,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.25 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0115,photograph; gelatin silver; b&w,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0115.jpg
